time,temperature_2m,relativehumidity_2m,rain,snowfall,windspeed_10m,winddirection_10m,soil_temperature_0_to_7cm,SourceId
1676725200,10.4,86,0.0,0.0,28.1,249,9.6,4
1676728800,10.3,87,0.0,0.0,28.7,250,9.7,4
1676732400,10.4,87,0.0,0.0,26.7,249,9.8,4
1676736000,10.1,88,0.0,0.0,27.9,248,9.6,4
1676739600,9.7,89,0.1,0.0,26.6,247,9.3,4
1676743200,9.5,90,0.1,0.0,26.7,244,9.0,4
1676746800,9.4,91,0.1,0.0,27.1,245,8.9,4
1676750400,9.4,92,0.2,0.0,27.6,246,8.8,4
1676754000,9.4,92,0.2,0.0,28.2,251,8.8,4
1676757600,9.4,91,0.1,0.0,28.6,255,8.7,4
1676761200,9.3,91,0.3,0.0,28.6,264,8.6,4
1676764800,9.3,90,0.1,0.0,26.0,267,8.6,4
1676768400,9.1,90,0.1,0.0,27.4,271,8.5,4
1676772000,9.0,90,0.1,0.0,27.8,275,8.4,4
1676775600,8.9,89,0.2,0.0,27.9,277,8.3,4
1676779200,8.9,87,0.1,0.0,27.2,276,8.2,4
1676782800,8.8,87,0.1,0.0,26.2,278,8.1,4
1676786400,8.6,87,0.1,0.0,26.6,283,8.1,4
1676790000,8.4,89,0.4,0.0,25.5,289,8.0,4
1676793600,8.4,90,0.3,0.0,22.7,293,8.0,4
1676797200,8.5,91,0.1,0.0,21.6,300,8.1,4
1676800800,8.7,91,0.1,0.0,21.2,305,8.5,4
1676804400,8.9,88,0.0,0.0,19.1,306,9.0,4
1676808000,9.2,85,0.1,0.0,20.0,300,9.6,4
1676811600,9.0,86,0.0,0.0,21.7,306,9.9,4
1676815200,8.7,84,0.0,0.0,19.7,305,9.7,4
1676818800,8.4,86,0.0,0.0,17.6,296,9.5,4
1676822400,7.9,87,0.0,0.0,16.3,295,9.1,4
1676826000,7.2,91,0.0,0.0,12.0,277,8.3,4
1676829600,6.7,93,0.0,0.0,11.3,248,7.6,4
1676833200,6.4,91,0.0,0.0,11.8,230,7.3,4
1676836800,6.3,91,0.0,0.0,14.3,223,7.0,4
1676840400,6.4,90,0.0,0.0,17.1,221,6.8,4
1676844000,6.6,89,0.0,0.0,20.6,226,6.7,4
1676847600,6.8,89,0.0,0.0,22.2,228,6.8,4
1676851200,7.1,90,0.0,0.0,22.9,228,7.0,4
1676854800,7.0,92,0.0,0.0,24.0,230,6.9,4
1676858400,6.9,93,0.0,0.0,25.3,234,6.9,4
1676862000,7.0,93,0.0,0.0,25.7,239,6.9,4
1676865600,7.1,90,0.0,0.0,25.8,243,7.0,4
1676869200,7.2,87,0.0,0.0,26.8,246,7.1,4
1676872800,7.3,87,0.0,0.0,27.8,249,7.1,4
1676876400,7.6,89,0.0,0.0,28.0,250,7.2,4
1676880000,7.9,89,0.0,0.0,28.6,247,7.4,4
1676883600,8.1,88,0.0,0.0,32.1,245,7.7,4
1676887200,8.4,87,0.0,0.0,31.1,245,8.1,4
1676890800,8.7,85,0.0,0.0,31.7,244,8.4,4
1676894400,9.0,84,0.0,0.0,31.6,241,8.8,4
1676898000,9.2,83,0.0,0.0,31.9,240,9.0,4
1676901600,9.4,83,0.0,0.0,30.0,241,9.3,4
1676905200,9.4,82,0.0,0.0,28.2,242,9.2,4
1676908800,9.2,84,0.0,0.0,26.4,241,9.0,4
1676912400,9.0,86,0.0,0.0,25.4,238,8.7,4
1676916000,8.7,87,0.0,0.0,24.6,235,8.4,4
1676919600,8.5,88,0.0,0.0,24.5,234,8.3,4
1676923200,8.3,90,0.0,0.0,23.9,236,8.1,4
1676926800,8.2,91,0.0,0.0,23.4,239,8.0,4
1676930400,8.3,92,0.0,0.0,22.4,242,8.0,4
1676934000,8.4,92,0.0,0.0,21.6,244,8.0,4
1676937600,8.5,92,0.0,0.0,20.8,244,8.0,4
1676941200,8.6,91,0.0,0.0,19.5,245,8.1,4
1676944800,8.4,92,0.0,0.0,17.3,247,8.0,4
1676948400,8.4,92,0.0,0.0,15.8,243,8.0,4
1676952000,8.4,92,0.0,0.0,15.5,239,8.0,4
1676955600,8.3,93,0.0,0.0,15.2,239,8.0,4
1676959200,8.2,93,0.0,0.0,14.6,237,8.0,4
1676962800,7.6,95,0.0,0.0,13.1,233,7.8,4
1676966400,7.9,94,0.0,0.0,13.0,231,7.9,4
1676970000,8.4,92,0.0,0.0,13.1,233,8.3,4
1676973600,8.6,90,0.0,0.0,13.9,239,8.6,4
1676977200,8.8,87,0.0,0.0,13.8,237,8.8,4
1676980800,8.9,86,0.0,0.0,14.0,235,9.2,4
1676984400,8.8,85,0.0,0.0,13.7,235,9.3,4
1676988000,8.7,85,0.0,0.0,11.6,234,9.2,4
1676991600,8.8,85,0.0,0.0,9.9,226,9.3,4
1676995200,8.7,84,0.0,0.0,9.2,219,9.2,4
1676998800,8.4,87,0.0,0.0,7.4,209,8.7,4
1677002400,8.1,90,0.0,0.0,5.8,184,8.3,4
1677006000,7.3,91,0.0,0.0,6.5,161,7.9,4
1677009600,7.2,92,0.0,0.0,7.1,150,7.7,4
1677013200,7.0,93,0.0,0.0,7.4,137,7.6,4
1677016800,6.6,94,0.0,0.0,8.9,130,7.3,4
1677020400,6.3,95,0.0,0.0,9.2,132,7.0,4
1677024000,6.0,95,0.0,0.0,10.0,139,6.7,4
1677027600,5.8,96,0.0,0.0,10.5,139,6.6,4
1677031200,5.4,95,0.0,0.0,10.4,134,6.3,4
1677034800,5.2,95,0.0,0.0,10.4,134,6.2,4
1677038400,4.9,96,0.0,0.0,10.7,138,5.9,4
1677042000,4.9,96,0.0,0.0,11.5,139,5.9,4
1677045600,4.8,96,0.0,0.0,12.8,148,5.8,4
1677049200,3.8,98,0.0,0.0,10.3,155,5.6,4
1677052800,4.2,97,0.0,0.0,10.2,170,5.7,4
1677056400,5.3,93,0.0,0.0,10.1,184,6.2,4
1677060000,6.7,89,0.0,0.0,9.8,188,7.1,4
1677063600,8.3,86,0.0,0.0,11.4,208,8.3,4
1677067200,9.7,84,0.0,0.0,13.5,226,9.4,4
1677070800,10.4,80,0.0,0.0,15.3,236,9.9,4
1677074400,10.3,82,0.0,0.0,17.9,242,10.0,4
1677078000,9.6,85,0.0,0.0,17.1,255,9.8,4
1677081600,8.7,88,0.0,0.0,14.8,266,9.2,4
1677085200,7.9,91,0.0,0.0,12.2,272,8.5,4
1677088800,7.3,92,0.0,0.0,9.7,272,8.0,4
1677092400,7.0,90,0.1,0.0,8.3,270,7.7,4
1677096000,6.8,91,0.3,0.0,6.9,264,7.4,4
1677099600,6.6,92,0.3,0.0,5.0,240,7.1,4
1677103200,6.4,93,0.4,0.0,5.4,274,7.0,4
1677106800,6.3,94,0.2,0.0,4.4,279,6.9,4
1677110400,6.4,94,0.2,0.0,4.8,283,6.9,4
1677114000,6.4,96,0.1,0.0,4.6,288,6.9,4
1677117600,6.6,96,0.1,0.0,4.5,299,6.9,4
1677121200,6.7,96,0.1,0.0,4.7,302,6.9,4
1677124800,6.7,96,0.0,0.0,4.8,312,6.9,4
1677128400,6.8,97,0.0,0.0,4.7,302,6.9,4
1677132000,6.7,97,0.0,0.0,4.9,306,6.8,4
1677135600,6.4,98,0.0,0.0,5.4,318,6.7,4
1677139200,7.0,97,0.0,0.0,8.6,327,6.9,4
1677142800,7.5,94,0.0,0.0,11.7,342,7.3,4
1677146400,7.8,91,0.0,0.0,11.5,356,7.6,4
1677150000,8.2,88,0.0,0.0,10.9,351,8.0,4
1677153600,8.4,85,0.0,0.0,11.4,347,8.2,4
1677157200,8.6,84,0.1,0.0,13.3,347,8.5,4
1677160800,8.3,86,0.0,0.0,15.3,352,8.4,4
1677164400,8.1,85,0.0,0.0,16.2,356,8.3,4
1677168000,7.6,84,0.0,0.0,17.3,360,8.1,4
1677171600,7.1,83,0.0,0.0,19.3,9,7.7,4
1677175200,6.6,81,0.0,0.0,19.3,14,7.3,4
1677178800,6.3,81,0.0,0.0,17.0,17,7.0,4
1677182400,5.8,80,0.0,0.0,14.7,17,6.6,4
1677186000,5.4,80,0.0,0.0,11.6,16,6.3,4
1677189600,4.8,80,0.0,0.0,9.1,7,5.8,4
1677193200,4.3,80,0.0,0.0,8.0,355,5.4,4
1677196800,4.1,79,0.0,0.0,7.6,341,5.1,4
1677200400,3.9,77,0.0,0.0,6.4,317,4.9,4
1677204000,3.8,76,0.0,0.0,6.8,295,4.6,4
1677207600,3.9,74,0.0,0.0,10.2,278,4.6,4
1677211200,4.3,72,0.0,0.0,12.4,280,4.8,4
1677214800,4.6,71,0.0,0.0,13.4,275,4.9,4
1677218400,4.7,71,0.0,0.0,14.5,264,5.0,4
1677222000,4.8,72,0.0,0.0,16.9,258,5.0,4
1677225600,5.2,76,0.0,0.0,19.9,257,5.3,4
1677229200,5.8,81,0.2,0.0,21.7,263,5.8,4
1677232800,6.4,82,0.3,0.0,23.8,270,6.2,4
1677236400,6.7,86,0.3,0.0,24.8,279,6.3,4
1677240000,7.3,87,0.3,0.0,23.3,290,6.6,4
1677243600,7.9,84,0.2,0.0,20.4,302,7.0,4
1677247200,7.9,78,0.1,0.0,23.4,316,7.3,4
1677250800,7.6,75,0.1,0.0,27.2,328,7.6,4
1677254400,6.9,73,0.1,0.0,26.6,333,7.2,4
1677258000,6.2,76,0.1,0.0,24.4,338,6.7,4
1677261600,5.9,75,0.1,0.0,22.0,339,6.2,4
1677265200,5.8,78,0.0,0.0,21.7,341,5.9,4
1677268800,5.6,78,0.0,0.0,22.2,343,5.8,4
1677272400,5.5,77,0.0,0.0,22.2,343,5.7,4
1677276000,5.1,77,0.0,0.0,23.9,344,5.4,4
1677279600,4.9,77,0.0,0.0,23.3,343,5.3,4
1677283200,5.0,75,0.0,0.0,23.1,345,5.2,4
1677286800,4.9,73,0.1,0.0,22.7,345,5.2,4
1677290400,4.9,71,0.0,0.0,22.5,344,5.1,4
1677294000,5.2,68,0.0,0.0,23.0,346,5.1,4
1677297600,5.1,68,0.0,0.0,23.8,350,5.0,4
1677301200,5.0,69,0.0,0.0,22.9,352,5.0,4
1677304800,4.9,70,0.0,0.0,22.9,352,5.0,4
1677308400,5.1,64,0.0,0.0,23.8,356,5.0,4
1677312000,5.4,67,0.0,0.0,24.5,357,5.2,4
1677315600,5.7,67,0.0,0.0,28.4,1,5.7,4
1677319200,6.3,64,0.0,0.0,27.2,8,6.4,4
1677322800,6.5,63,0.0,0.0,25.0,15,6.8,4
1677326400,6.6,64,0.0,0.0,22.5,22,7.3,4
1677330000,6.7,61,0.0,0.0,23.5,25,7.6,4
1677333600,6.7,58,0.0,0.0,23.7,26,7.7,4
1677337200,6.3,56,0.0,0.0,23.2,24,7.5,4
1677340800,5.7,58,0.0,0.0,23.4,23,6.9,4
1677344400,5.0,60,0.0,0.0,21.5,23,6.2,4
1677348000,4.6,60,0.0,0.0,20.1,27,5.6,4
1677351600,4.0,64,0.0,0.0,18.4,31,5.1,4
1677355200,3.5,66,0.0,0.0,15.4,33,4.6,4
1677358800,3.1,68,0.0,0.0,12.0,33,4.2,4
1677362400,2.8,70,0.0,0.0,9.1,18,3.9,4
1677366000,2.6,72,0.0,0.0,10.4,14,3.7,4
1677369600,2.3,74,0.0,0.0,12.2,19,3.5,4
1677373200,2.0,74,0.0,0.0,15.7,32,3.3,4
1677376800,1.9,72,0.0,0.0,17.1,44,3.1,4
1677380400,1.7,70,0.0,0.0,17.1,46,2.9,4
1677384000,1.7,69,0.0,0.0,17.6,44,2.8,4
1677387600,1.9,67,0.0,0.0,17.6,44,2.7,4
1677391200,1.8,67,0.0,0.0,17.6,47,2.7,4
1677394800,1.3,62,0.0,0.0,17.4,50,2.5,4
1677398400,1.8,63,0.0,0.0,19.0,53,2.8,4
1677402000,2.7,61,0.0,0.0,19.2,52,3.5,4
1677405600,3.6,57,0.0,0.0,18.6,54,4.6,4
1677409200,4.4,55,0.0,0.0,20.3,53,5.5,4
1677412800,5.2,51,0.0,0.0,28.0,48,6.2,4
1677416400,5.4,50,0.0,0.0,28.0,45,6.3,4
1677420000,5.6,50,0.0,0.0,26.5,44,6.4,4
1677423600,5.5,50,0.0,0.0,23.7,43,6.2,4
1677427200,5.2,53,0.0,0.0,21.5,38,5.9,4
1677430800,4.7,55,0.0,0.0,20.6,33,5.3,4
1677434400,4.2,58,0.0,0.0,20.1,33,4.8,4
1677438000,3.8,65,0.0,0.0,20.7,35,4.3,4
1677441600,3.5,67,0.0,0.0,19.6,41,4.1,4
1677445200,3.2,69,0.0,0.0,17.6,49,3.9,4
1677448800,2.8,72,0.0,0.0,15.8,55,3.6,4
1677452400,2.4,75,0.0,0.0,14.6,57,3.4,4
1677456000,1.9,78,0.0,0.0,12.5,57,3.1,4
1677459600,1.5,79,0.0,0.0,11.2,57,2.8,4
1677463200,1.2,80,0.0,0.0,10.1,55,2.5,4
1677466800,1.0,80,0.0,0.0,10.4,46,2.3,4
1677470400,0.9,80,0.0,0.0,10.2,45,2.1,4
1677474000,0.8,80,0.0,0.0,10.4,44,2.0,4
1677477600,0.9,80,0.0,0.0,10.4,46,2.0,4
1677481200,0.5,82,0.0,0.0,10.5,52,1.7,4
1677484800,1.3,82,0.0,0.0,12.5,57,2.2,4
1677488400,2.8,76,0.0,0.0,12.6,59,3.4,4
1677492000,4.0,68,0.0,0.0,13.4,59,4.7,4
1677495600,5.1,59,0.0,0.0,14.9,58,5.8,4
1677499200,5.6,55,0.0,0.0,18.7,56,6.3,4
1677502800,5.8,54,0.0,0.0,18.7,52,6.5,4
1677506400,5.6,54,0.0,0.0,19.6,49,6.3,4
1677510000,5.6,54,0.0,0.0,20.9,49,6.0,4
1677513600,5.4,55,0.0,0.0,19.5,51,5.7,4
1677517200,5.1,56,0.0,0.0,18.2,52,5.3,4
1677520800,4.7,59,0.0,0.0,16.6,51,4.9,4
1677524400,4.1,68,0.0,0.0,15.9,51,4.4,4
1677528000,3.4,75,0.0,0.0,14.3,51,3.9,4
1677531600,2.9,79,0.0,0.0,13.0,51,3.6,4
1677535200,2.6,82,0.0,0.0,12.3,50,3.4,4
1677538800,2.0,86,0.0,0.0,11.5,49,3.1,4
1677542400,1.7,87,0.0,0.0,11.7,47,2.8,4
1677546000,1.5,87,0.0,0.0,11.5,51,2.7,4
1677549600,1.8,86,0.0,0.0,10.9,56,2.8,4
1677553200,2.1,84,0.0,0.0,10.1,55,3.0,4
1677556800,2.3,84,0.0,0.0,9.5,53,3.1,4
1677560400,2.4,84,0.0,0.0,8.4,50,3.0,4
1677564000,2.4,85,0.0,0.0,7.9,60,3.0,4
1677567600,2.9,84,0.1,0.0,8.9,76,3.2,4
1677571200,2.7,84,0.2,0.0,9.7,92,3.3,4
1677574800,2.5,84,0.1,0.0,9.5,99,3.5,4
1677578400,2.4,82,0.1,0.0,9.5,99,3.5,4
1677582000,2.7,76,0.0,0.0,9.8,96,3.7,4
1677585600,3.3,68,0.0,0.0,9.8,84,4.1,4
1677589200,4.3,62,0.0,0.0,11.3,73,5.1,4
1677592800,5.0,56,0.0,0.0,14.2,74,6.0,4
1677596400,5.2,53,0.0,0.0,16.1,74,6.2,4
1677600000,4.9,54,0.0,0.0,14.7,73,5.7,4
1677603600,4.0,59,0.0,0.0,11.0,71,4.8,4
1677607200,2.9,64,0.0,0.0,8.9,63,3.8,4
1677610800,2.4,67,0.0,0.0,8.5,54,3.2,4
1677614400,1.8,71,0.0,0.0,8.9,47,2.6,4
1677618000,1.4,74,0.0,0.0,9.4,40,2.3,4
1677621600,1.1,77,0.0,0.0,10.7,40,2.0,4
1677625200,0.9,79,0.0,0.0,11.5,39,1.7,4
1677628800,0.7,82,0.0,0.0,11.5,39,1.5,4
1677632400,0.5,83,0.0,0.0,11.2,40,1.4,4
1677636000,0.3,85,0.0,0.0,11.5,39,1.2,4
1677639600,0.2,85,0.0,0.0,11.5,44,1.1,4
1677643200,0.2,86,0.0,0.0,10.9,46,1.0,4
1677646800,0.0,86,0.0,0.0,10.8,53,0.9,4
1677650400,-0.1,85,0.0,0.0,10.5,52,0.9,4
1677654000,-0.2,84,0.0,0.0,11.0,52,0.8,4
1677657600,1.0,81,0.0,0.0,13.0,56,1.1,4
1677661200,2.6,74,0.0,0.0,13.0,56,2.3,4
1677664800,3.9,66,0.0,0.0,14.3,47,3.8,4
1677668400,4.6,60,0.0,0.0,17.1,44,5.0,4
1677672000,5.2,58,0.0,0.0,18.3,47,5.9,4
1677675600,5.6,57,0.0,0.0,18.7,50,6.5,4
1677679200,5.9,56,0.0,0.0,19.0,53,6.7,4
1677682800,5.8,57,0.0,0.0,18.5,53,6.5,4
1677686400,5.4,59,0.0,0.0,16.3,55,6.0,4
1677690000,4.4,64,0.0,0.0,14.3,56,5.1,4
1677693600,3.3,70,0.0,0.0,13.8,57,4.1,4
1677697200,2.9,71,0.0,0.0,13.7,60,3.5,4
1677700800,2.2,73,0.0,0.0,13.8,62,3.0,4
1677704400,1.6,74,0.0,0.0,14.4,58,2.6,4
1677708000,1.2,75,0.0,0.0,16.4,50,2.2,4
1677711600,0.8,77,0.0,0.0,16.1,51,2.0,4
1677715200,0.5,80,0.0,0.0,15.5,54,1.8,4
1677718800,0.2,82,0.0,0.0,15.8,55,1.6,4
1677722400,-0.1,83,0.0,0.0,16.6,56,1.4,4
1677726000,-0.3,84,0.0,0.0,16.6,56,1.2,4
1677729600,-0.4,85,0.0,0.0,16.8,55,1.0,4
1677733200,-0.4,86,0.0,0.0,17.1,55,1.0,4
1677736800,-0.5,88,0.0,0.0,17.0,54,0.9,4
1677740400,0.1,90,0.0,0.0,17.5,53,1.0,4
1677744000,0.7,89,0.0,0.0,18.2,56,1.4,4
1677747600,1.7,84,0.0,0.0,18.8,61,2.5,4
1677751200,3.0,79,0.0,0.0,17.7,57,3.7,4
1677754800,4.1,75,0.0,0.0,18.2,51,4.8,4
1677758400,5.0,73,0.0,0.0,18.8,45,5.7,4
1677762000,5.8,71,0.0,0.0,19.4,42,6.4,4
1677765600,6.2,71,0.0,0.0,19.5,39,6.8,4
1677769200,6.2,73,0.0,0.0,19.6,36,6.7,4
1677772800,5.8,78,0.0,0.0,18.6,32,6.2,4
1677776400,5.0,83,0.0,0.0,18.2,30,5.5,4
1677780000,4.1,88,0.0,0.0,19.0,33,4.7,4
1677783600,4.2,89,0.0,0.0,18.7,40,4.2,4
1677787200,3.6,90,0.0,0.0,16.5,46,3.8,4
1677790800,3.1,91,0.0,0.0,15.3,47,3.5,4
1677794400,2.6,92,0.0,0.0,14.8,39,3.1,4
1677798000,2.2,93,0.0,0.0,15.1,38,2.9,4
1677801600,1.8,93,0.0,0.0,16.1,40,2.7,4
1677805200,1.4,94,0.0,0.0,15.5,42,2.5,4
1677808800,1.3,95,0.0,0.0,15.8,45,2.4,4
1677812400,1.2,95,0.0,0.0,15.8,45,2.3,4
1677816000,1.3,95,0.0,0.0,15.0,44,2.4,4
1677819600,1.2,95,0.0,0.0,14.5,42,2.3,4
1677823200,1.3,94,0.0,0.0,14.3,41,2.2,4
1677826800,2.1,94,0.0,0.0,14.3,45,2.4,4
1677830400,2.9,90,0.0,0.0,15.3,49,3.0,4
1677834000,3.8,86,0.0,0.0,15.9,51,3.8,4
1677837600,4.6,82,0.0,0.0,14.6,52,4.5,4
1677841200,5.7,77,0.0,0.0,13.7,45,5.6,4
1677844800,6.6,70,0.0,0.0,13.0,39,6.5,4
1677848400,7.0,66,0.0,0.0,13.0,28,7.0,4
1677852000,7.2,65,0.0,0.0,14.3,18,7.2,4
1677855600,7.1,65,0.0,0.0,15.5,12,7.0,4
1677859200,6.8,66,0.0,0.0,14.9,7,6.6,4
1677862800,6.4,71,0.0,0.0,13.7,2,6.1,4
1677866400,5.7,77,0.0,0.0,13.7,360,5.5,4
1677870000,5.5,71,0.0,0.0,14.0,1,5.2,4
1677873600,5.3,73,0.0,0.0,13.4,6,5.0,4
1677877200,5.4,74,0.0,0.0,12.8,11,4.9,4
1677880800,5.4,76,0.0,0.0,11.6,5,4.9,4
1677884400,5.3,79,0.0,0.0,11.5,2,4.8,4
1677888000,5.3,81,0.0,0.0,12.2,360,4.8,4
1677891600,5.2,82,0.0,0.0,12.3,355,4.8,4
1677895200,5.1,82,0.0,0.0,12.7,353,4.7,4
1677898800,5.0,80,0.0,0.0,12.3,353,4.7,4
1677902400,5.0,80,0.0,0.0,12.1,350,4.7,4
1677906000,5.1,79,0.0,0.0,13.2,349,4.7,4
1677909600,5.2,80,0.0,0.0,13.4,352,4.7,4
1677913200,5.2,78,0.0,0.0,12.4,350,4.7,4
1677916800,5.8,77,0.0,0.0,13.4,346,5.0,4
1677920400,6.5,78,0.0,0.0,12.9,337,5.6,4
1677924000,7.2,76,0.1,0.0,16.8,345,6.3,4
1677927600,7.3,82,0.1,0.0,19.2,343,6.6,4
1677931200,7.7,77,0.2,0.0,19.6,343,7.2,4
1677934800,7.7,75,0.1,0.0,21.0,348,7.4,4
1677938400,7.6,71,0.0,0.0,20.2,349,7.6,4
1677942000,7.1,73,0.0,0.0,19.8,348,7.3,4
1677945600,6.8,73,0.0,0.0,17.7,347,7.0,4
1677949200,6.3,75,0.0,0.0,15.2,346,6.5,4
1677952800,5.9,76,0.0,0.0,13.6,348,6.1,4
1677956400,5.7,80,0.0,0.0,12.1,348,5.8,4
1677960000,5.5,80,0.0,0.0,11.4,347,5.6,4
1677963600,5.3,80,0.0,0.0,10.7,346,5.4,4
1677967200,5.2,80,0.0,0.0,10.7,346,5.3,4
1677970800,5.0,82,0.0,0.0,10.9,343,5.1,4
1677974400,4.9,82,0.0,0.0,10.8,339,5.1,4
1677978000,4.7,83,0.0,0.0,9.7,333,4.9,4
1677981600,4.5,84,0.0,0.0,9.6,326,4.7,4
1677985200,4.4,84,0.1,0.0,10.0,319,4.7,4
1677988800,4.4,84,0.1,0.0,9.4,313,4.6,4
1677992400,4.3,84,0.1,0.0,9.7,309,4.5,4
1677996000,4.5,84,0.1,0.0,10.9,314,4.5,4
1677999600,4.3,84,0.2,0.0,10.7,315,4.5,4
1678003200,4.7,84,0.2,0.0,13.1,323,4.7,4
1678006800,5.1,79,0.1,0.0,13.9,329,5.1,4
1678010400,5.4,76,0.2,0.0,12.7,325,5.6,4
1678014000,5.4,75,0.1,0.0,12.3,320,5.9,4
1678017600,5.5,76,0.2,0.0,12.0,314,6.2,4
1678021200,5.5,77,0.2,0.0,12.6,307,6.7,4
1678024800,5.6,74,0.2,0.0,13.8,303,7.0,4
1678028400,5.2,76,0.2,0.0,14.9,302,6.6,4
1678032000,4.8,78,0.1,0.0,14.7,301,6.1,4
1678035600,4.3,81,0.1,0.0,13.5,304,5.5,4
1678039200,3.8,85,0.2,0.0,11.2,303,5.0,4
1678042800,3.4,83,0.1,0.0,9.0,299,4.5,4
1678046400,3.4,83,0.1,0.0,7.8,292,4.3,4
1678050000,3.3,82,0.1,0.0,7.2,288,4.1,4
1678053600,3.3,83,0.1,0.0,9.0,299,4.0,4
1678057200,3.1,84,0.1,0.0,8.2,299,3.8,4
1678060800,3.0,86,0.0,0.0,8.1,302,3.7,4
1678064400,2.8,88,0.0,0.0,9.2,301,3.6,4
1678068000,2.6,89,0.0,0.0,9.5,299,3.4,4
1678071600,2.6,90,0.0,0.0,10.8,300,3.3,4
1678075200,2.7,90,0.1,0.0,11.8,301,3.3,4
1678078800,2.4,90,0.2,0.0,12.2,304,3.1,4
1678082400,2.5,90,0.2,0.0,11.3,307,3.1,4
1678086000,2.8,89,0.2,0.0,11.0,302,3.1,4
1678089600,3.5,87,0.1,0.0,11.3,297,3.5,4
1678093200,4.5,84,0.1,0.0,12.6,290,4.5,4
1678096800,5.0,82,0.1,0.0,13.9,260,5.1,4
1678100400,5.4,79,0.1,0.0,17.3,249,5.6,4
1678104000,5.6,73,0.1,0.0,20.6,243,5.9,4
1678107600,5.7,68,0.0,0.0,22.7,237,6.1,4
1678111200,5.8,66,0.0,0.0,23.8,231,6.3,4
1678114800,5.6,64,0.1,0.0,25.7,228,6.1,4
1678118400,5.4,70,0.2,0.0,22.9,228,5.7,4
1678122000,5.3,78,0.3,0.0,21.6,224,5.4,4
1678125600,5.3,85,0.8,0.0,22.9,224,5.2,4
1678129200,5.1,89,1.0,0.0,25.8,240,5.0,4
1678132800,5.6,89,0.8,0.0,27.2,255,5.0,4
1678136400,5.9,87,0.5,0.0,26.3,261,5.1,4
1678140000,5.8,87,0.6,0.0,23.5,266,5.1,4
1678143600,5.7,86,0.4,0.0,22.5,264,5.0,4
1678147200,5.6,85,0.2,0.0,22.5,264,4.9,4
1678150800,5.4,85,0.1,0.0,21.6,269,4.8,4
1678154400,5.1,85,0.1,0.0,19.8,273,4.7,4
1678158000,4.9,86,0.1,0.0,18.1,276,4.7,4
1678161600,4.6,86,0.3,0.0,16.2,282,4.6,4
1678165200,4.0,89,0.7,0.0,15.5,298,4.4,4
1678168800,3.6,89,0.8,0.0,15.8,311,4.2,4
1678172400,2.7,96,1.1,0.0,12.7,313,4.0,4
1678176000,2.1,95,0.8,0.0,13.8,311,3.8,4
1678179600,2.7,88,0.5,0.0,11.9,305,3.9,4
1678183200,3.4,80,0.3,0.0,12.9,300,4.1,4
1678186800,4.0,78,0.4,0.0,14.8,296,4.7,4
1678190400,4.1,76,0.4,0.0,17.8,302,5.1,4
1678194000,4.1,77,0.5,0.0,19.0,307,5.3,4
1678197600,4.1,76,0.4,0.0,17.7,308,5.4,4
1678201200,4.0,73,0.1,0.0,16.3,305,5.2,4
1678204800,3.9,71,0.1,0.0,15.5,298,5.0,4
1678208400,3.6,70,0.0,0.0,14.7,295,4.6,4
1678212000,3.3,68,0.0,0.0,13.4,297,4.1,4
1678215600,2.2,78,0.0,0.0,11.6,300,3.6,4
1678219200,1.9,80,0.0,0.0,9.2,296,3.2,4
1678222800,1.5,79,0.0,0.0,7.4,284,2.7,4
1678226400,1.3,78,0.0,0.0,8.0,260,2.4,4
1678230000,0.8,79,0.0,0.0,7.3,261,1.9,4
1678233600,-0.1,82,0.0,0.0,6.6,261,1.5,4
1678237200,-1.2,86,0.0,0.0,4.4,189,0.9,4
1678240800,-1.5,85,0.0,0.0,6.5,161,0.7,4
1678244400,-1.7,89,0.0,0.0,6.6,135,0.6,4
1678248000,-0.9,90,0.0,0.0,9.2,121,0.7,4
1678251600,-0.3,92,0.0,0.07,11.7,108,0.7,4
1678255200,0.1,92,0.0,0.14,14.1,103,0.8,4
1678258800,0.4,94,0.0,0.28,16.3,98,0.9,4
1678262400,0.8,93,0.0,0.35,18.7,91,1.2,4
1678266000,1.3,89,0.0,0.35,21.6,86,1.9,4
1678269600,1.7,83,0.1,0.14,22.4,85,2.4,4
1678273200,2.4,79,0.1,0.0,23.6,82,3.0,4
1678276800,2.9,75,0.0,0.0,22.6,81,3.5,4
1678280400,3.1,73,0.0,0.0,22.4,79,3.7,4
1678284000,3.3,72,0.1,0.0,21.8,77,3.8,4
1678287600,2.9,74,0.4,0.28,20.0,76,3.6,4
1678291200,2.9,78,0.3,0.07,17.8,72,3.5,4
1678294800,2.2,84,0.4,0.07,18.8,73,3.2,4
1678298400,1.7,88,0.3,0.14,18.7,74,2.8,4
1678302000,1.3,93,0.3,0.42,19.1,78,2.6,4
1678305600,1.2,94,0.2,0.42,19.6,77,2.5,4
1678309200,1.1,94,0.2,1.05,18.2,72,2.4,4
1678312800,1.0,96,0.3,0.7,20.0,62,2.3,4
1678316400,1.0,94,0.1,0.28,19.6,64,2.3,4
1678320000,1.1,93,0.1,0.0,17.6,64,2.3,4
1678323600,1.2,93,0.0,0.0,14.7,62,2.3,4
1678327200,1.2,93,0.1,0.0,14.5,63,2.3,4
1678330800,1.1,93,0.1,0.0,13.8,62,2.3,4
1678334400,1.1,93,0.0,0.07,11.9,55,2.2,4
1678338000,1.1,93,0.1,0.0,11.9,55,2.2,4
