time,temperature_2m,relativehumidity_2m,rain,snowfall,windspeed_10m,winddirection_10m,soil_temperature_0_to_7cm,SourceId
1675108800,6.4,72,0.0,0.0,12.6,307,5.7,4
1675112400,5.9,76,0.0,0.0,10.6,288,5.4,4
1675116000,5.5,80,0.0,0.0,11.5,272,5.1,4
1675119600,5.4,85,0.0,0.0,15.0,260,4.9,4
1675123200,5.7,88,0.0,0.0,16.6,252,5.0,4
1675126800,6.0,90,0.0,0.0,18.3,248,5.2,4
1675130400,6.1,90,0.0,0.0,19.5,245,5.3,4
1675134000,6.0,90,0.0,0.0,21.7,243,5.3,4
1675137600,5.9,90,0.0,0.0,23.4,241,5.3,4
1675141200,6.0,88,0.0,0.0,25.6,244,5.3,4
1675144800,6.1,86,0.0,0.0,26.6,247,5.4,4
1675148400,6.6,83,0.1,0.0,26.3,247,5.7,4
1675152000,6.7,84,0.0,0.0,27.1,247,5.8,4
1675155600,6.9,85,0.0,0.0,28.3,248,6.0,4
1675159200,7.6,84,0.0,0.0,32.0,255,6.5,4
1675162800,8.0,83,0.0,0.0,33.9,261,7.0,4
1675166400,8.3,83,0.0,0.0,31.4,266,7.3,4
1675170000,8.3,85,0.0,0.0,27.6,263,7.3,4
1675173600,8.7,85,0.0,0.0,28.9,265,7.6,4
1675177200,8.7,83,0.0,0.0,30.3,272,7.5,4
1675180800,8.6,78,0.0,0.0,27.0,279,7.4,4
1675184400,8.2,76,0.1,0.0,22.4,281,7.1,4
1675188000,7.8,75,0.0,0.0,20.2,274,6.8,4
1675191600,7.7,72,0.0,0.0,21.8,278,6.5,4
1675195200,7.6,70,0.0,0.0,21.3,275,6.4,4
1675198800,7.2,72,0.0,0.0,21.6,270,6.2,4
1675202400,7.0,73,0.0,0.0,23.8,270,6.0,4
1675206000,7.0,75,0.0,0.0,27.7,271,6.0,4
1675209600,7.0,76,0.0,0.0,29.6,273,6.0,4
1675213200,6.8,77,0.0,0.0,31.6,278,6.0,4
1675216800,6.7,78,0.0,0.0,33.0,276,6.0,4
1675220400,6.6,79,0.0,0.0,33.9,272,6.0,4
1675224000,6.4,79,0.0,0.0,33.5,268,5.9,4
1675227600,6.4,79,0.0,0.0,33.2,265,5.8,4
1675231200,6.3,80,0.0,0.0,33.6,266,5.8,4
1675234800,6.3,80,0.0,0.0,32.6,264,5.8,4
1675238400,6.2,81,0.0,0.0,33.6,260,5.7,4
1675242000,6.5,80,0.0,0.0,34.8,256,6.0,4
1675245600,6.9,79,0.0,0.0,32.9,257,6.4,4
1675249200,7.4,76,0.0,0.0,38.7,260,7.0,4
1675252800,7.5,76,0.0,0.0,36.7,259,7.2,4
1675256400,7.8,75,0.0,0.0,37.4,262,7.4,4
1675260000,8.0,77,0.0,0.0,37.8,268,7.6,4
1675263600,8.2,77,0.0,0.0,35.6,269,7.6,4
1675267200,8.0,78,0.1,0.0,34.6,269,7.3,4
1675270800,8.2,76,0.1,0.0,33.1,272,7.2,4
1675274400,8.1,78,0.2,0.0,31.8,275,7.0,4
1675278000,7.9,82,0.2,0.0,30.5,278,6.9,4
1675281600,7.7,83,0.3,0.0,30.2,278,6.8,4
1675285200,8.0,81,0.1,0.0,29.4,278,6.8,4
1675288800,7.9,82,0.0,0.0,29.2,286,6.7,4
1675292400,7.8,82,0.0,0.0,27.8,283,6.7,4
1675296000,7.9,82,0.0,0.0,27.4,280,6.8,4
1675299600,7.8,83,0.0,0.0,26.5,277,6.8,4
1675303200,7.7,84,0.0,0.0,26.7,275,6.8,4
1675306800,7.7,84,0.0,0.0,28.2,274,6.8,4
1675310400,7.5,85,0.0,0.0,29.8,278,6.7,4
1675314000,7.4,86,0.0,0.0,28.5,279,6.6,4
1675317600,7.4,86,0.0,0.0,26.8,277,6.6,4
1675321200,7.6,85,0.0,0.0,27.5,276,6.8,4
1675324800,7.7,85,0.0,0.0,26.5,277,6.9,4
1675328400,7.8,85,0.0,0.0,24.9,273,7.1,4
1675332000,8.1,85,0.0,0.0,22.7,271,7.4,4
1675335600,8.3,82,0.0,0.0,24.2,265,7.9,4
1675339200,8.0,86,0.0,0.0,22.8,258,7.8,4
1675342800,8.1,86,0.0,0.0,24.4,256,7.8,4
1675346400,8.1,87,0.0,0.0,25.0,258,7.8,4
1675350000,8.2,88,0.0,0.0,27.3,261,7.7,4
1675353600,8.2,88,0.0,0.0,26.8,259,7.6,4
1675357200,8.6,86,0.0,0.0,26.1,259,7.6,4
1675360800,8.8,85,0.0,0.0,25.6,256,7.7,4
1675364400,8.8,84,0.0,0.0,25.8,251,7.6,4
1675368000,8.8,85,0.0,0.0,27.3,252,7.6,4
1675371600,8.7,86,0.0,0.0,29.4,258,7.6,4
1675375200,8.7,86,0.0,0.0,29.5,257,7.6,4
1675378800,8.4,88,0.0,0.0,29.5,254,7.4,4
1675382400,8.3,88,0.0,0.0,30.2,253,7.4,4
1675386000,8.5,87,0.0,0.0,31.9,259,7.4,4
1675389600,8.7,85,0.0,0.0,31.8,260,7.6,4
1675393200,8.6,84,0.0,0.0,31.3,258,7.6,4
1675396800,8.6,84,0.0,0.0,31.6,259,7.7,4
1675400400,8.5,84,0.0,0.0,31.7,261,7.6,4
1675404000,8.3,86,0.0,0.0,31.0,261,7.5,4
1675407600,8.6,85,0.0,0.0,30.1,262,7.6,4
1675411200,8.6,86,0.0,0.0,30.3,266,7.6,4
1675414800,9.1,85,0.0,0.0,31.0,268,7.9,4
1675418400,9.2,85,0.0,0.0,28.1,273,8.2,4
1675422000,9.3,86,0.0,0.0,27.2,276,8.4,4
1675425600,9.4,86,0.0,0.0,25.8,277,8.6,4
1675429200,9.5,86,0.0,0.0,25.6,280,8.7,4
1675432800,9.6,86,0.0,0.0,24.9,284,8.8,4
1675436400,9.5,88,0.0,0.0,23.3,290,8.8,4
1675440000,9.4,88,0.1,0.0,20.6,297,8.7,4
1675443600,9.1,89,0.1,0.0,17.1,298,8.4,4
1675447200,8.9,90,0.0,0.0,14.2,300,8.2,4
1675450800,8.7,90,0.1,0.0,12.2,304,8.1,4
1675454400,8.5,91,0.2,0.0,10.9,304,8.0,4
1675458000,8.4,91,0.1,0.0,10.1,297,7.9,4
1675461600,8.2,92,0.0,0.0,12.5,303,7.8,4
1675465200,8.1,93,0.0,0.0,13.3,308,7.7,4
1675468800,8.2,94,0.0,0.0,12.7,315,7.8,4
1675472400,8.2,94,0.0,0.0,11.6,324,7.8,4
1675476000,8.1,95,0.0,0.0,10.7,327,7.7,4
1675479600,8.0,95,0.0,0.0,8.9,328,7.7,4
1675483200,7.9,96,0.0,0.0,7.3,327,7.7,4
1675486800,7.7,96,0.0,0.0,5.6,320,7.6,4
1675490400,7.5,97,0.0,0.0,4.7,302,7.5,4
1675494000,7.3,97,0.0,0.0,4.2,290,7.4,4
1675497600,7.3,97,0.0,0.0,4.4,279,7.3,4
1675501200,7.5,97,0.0,0.0,4.7,274,7.5,4
1675504800,7.9,96,0.0,0.0,6.2,291,7.8,4
1675508400,8.3,93,0.0,0.0,7.1,294,8.0,4
1675512000,8.6,91,0.0,0.0,7.6,295,8.3,4
1675515600,8.8,89,0.0,0.0,7.3,290,8.4,4
1675519200,8.9,89,0.0,0.0,7.8,283,8.5,4
1675522800,8.8,90,0.0,0.0,8.4,280,8.5,4
1675526400,8.1,93,0.0,0.0,8.7,277,8.1,4
1675530000,7.5,95,0.0,0.0,8.7,277,7.7,4
1675533600,6.8,96,0.0,0.0,8.6,272,7.2,4
1675537200,6.8,97,0.0,0.0,9.0,268,7.0,4
1675540800,6.6,97,0.0,0.0,10.1,270,6.8,4
1675544400,6.8,96,0.0,0.0,9.4,272,6.8,4
1675548000,7.1,96,0.0,0.0,12.8,281,6.9,4
1675551600,7.3,94,0.1,0.0,13.7,293,7.0,4
1675555200,7.4,92,0.0,0.0,10.9,287,7.0,4
1675558800,7.4,90,0.0,0.0,12.1,280,7.0,4
1675562400,7.2,89,0.0,0.0,13.3,272,6.9,4
1675566000,6.8,90,0.0,0.0,15.5,267,6.7,4
1675569600,7.1,90,0.2,0.0,20.2,292,6.7,4
1675573200,7.1,90,0.4,0.0,27.1,338,6.8,4
1675576800,6.5,86,0.1,0.0,30.7,350,6.6,4
1675580400,6.4,82,0.0,0.0,29.5,347,6.3,4
1675584000,6.4,80,0.0,0.0,29.0,346,6.2,4
1675587600,6.9,80,0.0,0.0,30.6,348,6.5,4
1675591200,7.2,80,0.0,0.0,31.5,354,6.8,4
1675594800,7.8,75,0.0,0.0,31.8,354,7.5,4
1675598400,8.1,73,0.0,0.0,31.0,356,8.0,4
1675602000,8.2,72,0.0,0.0,28.8,357,8.3,4
1675605600,8.0,72,0.0,0.0,30.6,359,8.3,4
1675609200,7.7,76,0.0,0.0,27.7,1,8.1,4
1675612800,7.2,77,0.0,0.0,24.9,2,7.6,4
1675616400,6.5,79,0.0,0.0,21.3,6,7.0,4
1675620000,6.1,81,0.0,0.0,18.6,9,6.5,4
1675623600,5.8,83,0.0,0.0,18.2,9,6.2,4
1675627200,5.5,85,0.0,0.0,16.9,16,5.9,4
1675630800,5.2,87,0.0,0.0,15.4,21,5.6,4
1675634400,5.1,88,0.0,0.0,13.2,26,5.5,4
1675638000,4.8,89,0.0,0.0,12.1,27,5.3,4
1675641600,4.4,91,0.0,0.0,9.8,24,5.0,4
1675645200,4.2,92,0.0,0.0,8.8,19,4.8,4
1675648800,3.9,93,0.0,0.0,7.2,27,4.5,4
1675652400,3.6,94,0.0,0.0,8.0,36,4.3,4
1675656000,3.4,95,0.0,0.0,7.3,20,4.2,4
1675659600,2.6,97,0.0,0.0,6.3,13,3.7,4
1675663200,2.2,98,0.0,0.0,8.3,18,3.4,4
1675666800,1.5,98,0.0,0.0,8.9,40,2.8,4
1675670400,3.6,98,0.0,0.0,6.5,34,2.5,4
1675674000,4.2,98,0.0,0.0,3.3,6,3.6,4
1675677600,5.7,95,0.0,0.0,1.8,360,6.2,4
1675681200,6.6,92,0.0,0.0,2.5,360,7.2,4
1675684800,7.2,76,0.0,0.0,5.1,39,7.9,4
1675688400,7.4,73,0.0,0.0,6.9,51,8.0,4
1675692000,7.4,73,0.0,0.0,7.6,45,8.0,4
1675695600,7.0,74,0.0,0.0,7.7,49,7.5,4
1675699200,6.5,78,0.0,0.0,6.8,65,7.0,4
1675702800,5.9,81,0.0,0.0,6.3,77,6.3,4
1675706400,5.2,84,0.0,0.0,6.1,90,5.7,4
1675710000,5.2,85,0.0,0.0,6.8,108,5.4,4
1675713600,4.5,87,0.0,0.0,7.1,120,5.0,4
1675717200,3.9,89,0.0,0.0,7.4,119,4.6,4
1675720800,2.9,92,0.0,0.0,7.7,127,4.1,4
1675724400,3.5,88,0.0,0.0,4.6,108,3.6,4
1675728000,3.4,88,0.0,0.0,3.3,347,3.2,4
1675731600,1.7,94,0.0,0.0,7.4,29,2.9,4
1675735200,1.6,94,0.0,0.0,6.5,71,2.8,4
1675738800,2.1,93,0.0,0.0,7.2,87,2.9,4
1675742400,1.8,94,0.0,0.0,7.6,95,2.8,4
1675746000,1.5,95,0.0,0.0,7.7,101,2.8,4
1675749600,1.0,93,0.0,0.0,8.4,110,2.6,4
1675753200,0.6,97,0.0,0.0,8.5,118,2.6,4
1675756800,0.4,96,0.0,0.0,9.6,124,2.5,4
1675760400,0.9,91,0.0,0.0,10.0,131,2.8,4
1675764000,1.7,86,0.0,0.0,8.7,138,3.7,4
1675767600,2.7,82,0.0,0.0,6.9,137,4.7,4
1675771200,3.7,78,0.0,0.0,4.1,135,5.7,4
1675774800,4.3,75,0.0,0.0,2.9,97,6.5,4
1675778400,4.7,72,0.0,0.0,4.7,99,6.8,4
1675782000,4.7,72,0.0,0.0,7.1,105,6.4,4
1675785600,4.3,74,0.0,0.0,5.2,102,5.6,4
1675789200,3.4,78,0.0,0.0,8.4,97,4.5,4
1675792800,2.3,82,0.0,0.0,8.8,99,3.5,4
1675796400,1.7,87,0.0,0.0,7.4,113,2.9,4
1675800000,1.1,87,0.0,0.0,7.2,117,2.4,4
1675803600,0.5,88,0.0,0.0,9.0,113,2.0,4
1675807200,-0.4,90,0.0,0.0,7.6,95,1.6,4
1675810800,-1.4,91,0.0,0.0,6.8,90,1.0,4
1675814400,-1.8,91,0.0,0.0,8.0,95,0.6,4
1675818000,-1.9,90,0.0,0.0,7.6,95,0.6,4
1675821600,-1.8,90,0.0,0.0,6.4,106,0.5,4
1675825200,-1.6,89,0.0,0.0,6.1,118,0.5,4
1675828800,-1.7,89,0.0,0.0,6.3,121,0.5,4
1675832400,-1.8,89,0.0,0.0,6.5,124,0.4,4
1675836000,-1.9,89,0.0,0.0,6.4,128,0.4,4
1675839600,-2.0,89,0.0,0.0,7.9,133,0.3,4
1675843200,-1.8,89,0.0,0.0,8.9,140,0.3,4
1675846800,-0.4,84,0.0,0.0,9.4,148,0.4,4
1675850400,1.4,78,0.0,0.0,9.2,159,0.7,4
1675854000,3.0,72,0.0,0.0,9.9,161,1.1,4
1675857600,4.2,67,0.0,0.0,10.4,160,2.8,4
1675861200,5.1,63,0.0,0.0,10.5,158,4.0,4
1675864800,5.6,60,0.0,0.0,9.6,160,4.7,4
1675868400,5.6,59,0.0,0.0,9.7,158,4.8,4
1675872000,4.9,65,0.0,0.0,8.5,152,4.3,4
1675875600,3.5,70,0.0,0.0,8.5,152,3.4,4
1675879200,2.6,72,0.0,0.0,9.8,156,2.7,4
1675882800,2.2,69,0.0,0.0,11.4,162,2.3,4
1675886400,1.9,69,0.0,0.0,10.2,170,2.0,4
1675890000,1.6,70,0.0,0.0,9.7,178,1.8,4
1675893600,1.3,71,0.0,0.0,11.2,184,1.6,4
1675897200,1.1,71,0.0,0.0,12.6,193,1.4,4
1675900800,1.0,70,0.0,0.0,14.0,198,1.3,4
1675904400,0.8,69,0.0,0.0,15.5,198,1.2,4
1675908000,0.6,69,0.0,0.0,16.9,196,1.1,4
1675911600,0.3,69,0.0,0.0,17.6,195,1.1,4
1675915200,0.1,71,0.0,0.0,17.2,200,1.0,4
1675918800,0.1,73,0.0,0.0,16.4,206,0.9,4
1675922400,0.1,75,0.0,0.0,15.6,209,0.9,4
1675926000,0.9,78,0.0,0.0,15.1,208,0.9,4
1675929600,1.2,81,0.0,0.0,15.5,208,1.1,4
1675933200,2.4,82,0.0,0.0,16.2,212,1.7,4
1675936800,4.2,81,0.0,0.0,15.0,235,3.0,4
1675940400,5.6,81,0.0,0.0,15.3,246,4.2,4
1675944000,6.6,80,0.0,0.0,15.4,259,5.2,4
1675947600,7.1,81,0.0,0.0,14.8,273,5.8,4
1675951200,7.1,82,0.0,0.0,12.6,273,5.9,4
1675954800,7.1,84,0.0,0.0,12.8,280,5.8,4
1675958400,6.8,86,0.0,0.0,10.6,280,5.6,4
1675962000,6.3,88,0.0,0.0,8.8,279,5.2,4
1675965600,6.0,87,0.0,0.0,8.5,282,5.0,4
1675969200,5.2,89,0.0,0.0,7.2,276,4.5,4
1675972800,4.8,88,0.0,0.0,7.6,267,4.1,4
1675976400,4.2,87,0.0,0.0,7.7,259,3.6,4
1675980000,3.9,86,0.0,0.0,9.6,257,3.3,4
1675983600,3.7,87,0.0,0.0,9.9,251,3.1,4
1675987200,3.5,87,0.0,0.0,10.3,245,2.9,4
1675990800,3.5,87,0.0,0.0,10.3,234,2.9,4
1675994400,3.4,88,0.0,0.0,10.0,232,2.8,4
1675998000,3.3,88,0.0,0.0,10.5,232,2.7,4
1676001600,3.2,89,0.0,0.0,10.4,226,2.6,4
1676005200,3.1,90,0.0,0.0,11.0,218,2.6,4
1676008800,2.9,92,0.0,0.0,12.0,219,2.6,4
1676012400,2.6,94,0.0,0.0,12.8,218,2.7,4
1676016000,2.7,97,0.0,0.0,13.8,219,2.9,4
1676019600,3.5,96,0.0,0.0,14.6,220,3.4,4
1676023200,4.6,93,0.0,0.0,15.3,221,4.4,4
1676026800,5.7,89,0.0,0.0,17.1,222,5.3,4
1676030400,6.9,82,0.0,0.0,18.9,228,6.2,4
1676034000,7.6,74,0.0,0.0,23.1,239,6.8,4
1676037600,7.8,70,0.0,0.0,23.8,241,7.0,4
1676041200,7.6,73,0.0,0.0,19.2,240,6.9,4
1676044800,7.1,78,0.0,0.0,18.9,235,6.5,4
1676048400,6.6,81,0.0,0.0,20.5,231,5.9,4
1676052000,6.5,81,0.0,0.0,22.2,234,5.7,4
1676055600,6.7,83,0.0,0.0,23.3,238,5.6,4
1676059200,6.6,82,0.0,0.0,23.0,243,5.6,4
1676062800,6.3,83,0.0,0.0,21.6,244,5.4,4
1676066400,6.0,86,0.0,0.0,20.5,246,5.3,4
1676070000,5.9,89,0.0,0.0,19.7,246,5.2,4
1676073600,6.0,90,0.0,0.0,19.2,244,5.3,4
1676077200,6.1,93,0.0,0.0,18.5,246,5.3,4
1676080800,6.3,94,0.0,0.0,17.8,249,5.4,4
1676084400,6.7,94,0.0,0.0,17.3,247,5.7,4
1676088000,6.9,95,0.0,0.0,17.1,248,5.8,4
1676091600,7.0,95,0.0,0.0,17.2,250,5.9,4
1676095200,7.1,95,0.0,0.0,17.2,254,6.0,4
1676098800,7.1,96,0.0,0.0,17.1,255,6.0,4
1676102400,7.3,96,0.0,0.0,17.0,257,6.1,4
1676106000,7.9,94,0.0,0.0,17.5,261,6.6,4
1676109600,8.5,90,0.0,0.0,19.9,275,7.1,4
1676113200,8.9,89,0.0,0.0,17.9,279,7.7,4
1676116800,9.1,87,0.0,0.0,16.4,285,8.3,4
1676120400,9.0,87,0.0,0.0,15.8,287,8.5,4
1676124000,8.8,88,0.0,0.0,13.7,284,8.6,4
1676127600,8.6,88,0.0,0.0,12.5,282,8.5,4
1676131200,8.1,91,0.0,0.0,10.4,270,8.0,4
1676134800,7.2,94,0.0,0.0,9.1,263,7.3,4
1676138400,6.7,96,0.0,0.0,9.3,257,6.7,4
1676142000,6.6,96,0.0,0.0,9.3,257,6.4,4
1676145600,6.4,96,0.0,0.0,8.6,255,6.2,4
1676149200,6.5,96,0.0,0.0,7.6,251,6.2,4
1676152800,6.4,96,0.0,0.0,6.2,249,6.1,4
1676156400,6.2,96,0.0,0.0,6.0,237,6.0,4
1676160000,6.2,96,0.0,0.0,5.8,240,5.9,4
1676163600,5.8,97,0.0,0.0,5.3,242,5.7,4
1676167200,5.8,97,0.0,0.0,4.8,243,5.7,4
1676170800,5.8,97,0.0,0.0,4.7,247,5.7,4
1676174400,5.8,97,0.0,0.0,4.7,247,5.7,4
1676178000,5.6,97,0.0,0.0,5.0,240,5.6,4
1676181600,5.9,96,0.0,0.0,5.2,245,5.7,4
1676185200,6.1,92,0.0,0.0,4.6,252,5.7,4
1676188800,6.4,92,0.0,0.0,5.0,249,5.9,4
1676192400,7.0,89,0.0,0.0,4.2,250,6.4,4
1676196000,7.5,86,0.0,0.0,2.1,239,7.0,4
1676199600,7.9,83,0.0,0.0,2.7,157,7.6,4
1676203200,8.3,79,0.0,0.0,4.7,157,8.4,4
1676206800,8.8,75,0.0,0.0,5.7,162,9.1,4
1676210400,8.7,74,0.0,0.0,5.8,158,8.9,4
1676214000,8.6,74,0.0,0.0,5.5,157,8.7,4
1676217600,8.3,77,0.0,0.0,3.9,146,8.2,4
1676221200,7.8,87,0.0,0.0,3.9,124,7.6,4
1676224800,7.5,81,0.0,0.0,4.3,85,7.0,4
1676228400,6.7,86,0.0,0.0,4.6,72,6.7,4
1676232000,6.5,87,0.0,0.0,5.5,67,6.4,4
1676235600,6.6,86,0.0,0.0,6.3,59,6.4,4
1676239200,6.6,86,0.0,0.0,7.3,57,6.4,4
1676242800,6.5,87,0.0,0.0,8.6,68,6.4,4
1676246400,6.5,87,0.0,0.0,8.9,76,6.4,4
1676250000,6.4,88,0.0,0.0,8.4,80,6.3,4
1676253600,5.9,90,0.0,0.0,8.3,85,6.0,4
1676257200,5.4,92,0.0,0.0,8.3,95,5.7,4
1676260800,5.0,94,0.0,0.0,7.9,106,5.4,4
1676264400,4.7,95,0.0,0.0,8.4,115,5.3,4
1676268000,4.2,96,0.0,0.0,8.2,128,5.0,4
1676271600,3.6,95,0.0,0.0,7.1,135,4.6,4
1676275200,3.5,96,0.0,0.0,8.9,140,4.5,4
1676278800,4.7,94,0.0,0.0,7.9,150,5.3,4
1676282400,6.4,90,0.0,0.0,8.1,135,6.7,4
1676286000,7.8,85,0.0,0.0,8.7,135,7.9,4
1676289600,9.0,81,0.0,0.0,9.2,135,9.0,4
1676293200,9.8,79,0.0,0.0,9.4,133,9.7,4
1676296800,10.4,77,0.0,0.0,9.4,133,10.0,4
1676300400,10.5,77,0.0,0.0,9.4,137,9.9,4
1676304000,10.1,80,0.0,0.0,6.9,133,9.3,4
1676307600,8.7,85,0.0,0.0,7.6,135,8.2,4
1676311200,7.5,89,0.0,0.0,8.2,139,7.2,4
1676314800,6.7,88,0.0,0.0,8.2,142,6.6,4
1676318400,6.1,90,0.0,0.0,8.0,144,6.1,4
1676322000,5.6,90,0.0,0.0,7.6,149,5.7,4
1676325600,5.1,91,0.0,0.0,7.4,151,5.4,4
1676329200,4.7,92,0.0,0.0,7.6,155,5.1,4
1676332800,4.3,93,0.0,0.0,7.1,165,4.9,4
1676336400,3.9,94,0.0,0.0,7.2,174,4.6,4
1676340000,3.6,95,0.0,0.0,7.6,177,4.4,4
1676343600,3.3,96,0.0,0.0,7.9,177,4.2,4
1676347200,3.0,96,0.0,0.0,8.0,172,4.1,4
1676350800,2.7,96,0.0,0.0,8.5,168,3.9,4
1676354400,2.4,96,0.0,0.0,8.7,173,3.7,4
1676358000,2.3,96,0.0,0.0,8.3,178,3.6,4
1676361600,2.6,96,0.0,0.0,9.7,180,3.7,4
1676365200,4.2,94,0.0,0.0,9.4,182,4.6,4
1676368800,6.1,90,0.0,0.0,8.3,185,6.0,4
1676372400,7.7,87,0.0,0.0,7.6,185,7.4,4
1676376000,9.0,84,0.0,0.0,6.5,186,8.6,4
1676379600,9.7,82,0.0,0.0,5.7,198,9.4,4
1676383200,10.0,81,0.0,0.0,5.1,225,9.8,4
1676386800,10.0,81,0.0,0.0,3.2,243,9.6,4
1676390400,9.6,84,0.0,0.0,1.5,225,9.0,4
1676394000,8.4,90,0.0,0.0,3.2,117,7.8,4
1676397600,6.0,95,0.0,0.0,6.3,121,6.3,4
1676401200,4.5,96,0.0,0.0,7.8,124,5.1,4
1676404800,3.4,97,0.0,0.0,8.7,128,4.3,4
1676408400,2.5,98,0.0,0.0,8.9,133,3.6,4
1676412000,1.9,98,0.0,0.0,8.1,122,3.2,4
1676415600,1.3,98,0.0,0.0,7.8,124,2.8,4
1676419200,1.1,98,0.0,0.0,8.5,126,2.4,4
1676422800,1.0,97,0.0,0.0,8.9,133,2.2,4
1676426400,1.0,96,0.0,0.0,8.7,138,2.1,4
1676430000,0.9,96,0.0,0.0,7.5,145,2.0,4
1676433600,1.0,96,0.0,0.0,8.4,149,1.9,4
1676437200,1.1,96,0.0,0.0,9.7,153,2.0,4
1676440800,1.1,95,0.0,0.0,10.7,160,2.0,4
1676444400,1.5,95,0.0,0.0,11.4,167,2.2,4
1676448000,2.2,94,0.0,0.0,13.0,174,2.6,4
1676451600,3.8,90,0.0,0.0,14.5,186,3.5,4
1676455200,5.8,86,0.0,0.0,14.1,193,4.8,4
1676458800,7.4,83,0.0,0.0,14.7,202,6.1,4
1676462400,8.7,80,0.0,0.0,15.0,210,7.2,4
1676466000,9.4,78,0.0,0.0,14.6,218,8.0,4
1676469600,9.7,77,0.0,0.0,14.2,216,8.3,4
1676473200,9.7,78,0.0,0.0,13.7,207,8.2,4
1676476800,9.2,79,0.0,0.0,13.7,198,7.7,4
1676480400,8.5,81,0.0,0.0,14.4,202,7.1,4
1676484000,7.9,82,0.0,0.0,15.1,205,6.6,4
1676487600,7.6,79,0.0,0.0,15.9,208,6.3,4
1676491200,7.4,78,0.0,0.0,17.3,216,6.0,4
1676494800,7.0,79,0.0,0.0,17.8,216,5.8,4
1676498400,6.7,80,0.0,0.0,19.1,216,5.7,4
1676502000,6.5,81,0.0,0.0,18.6,216,5.6,4
1676505600,6.4,82,0.0,0.0,18.2,218,5.5,4
1676509200,6.2,83,0.0,0.0,17.4,220,5.4,4
1676512800,5.9,86,0.0,0.0,16.1,219,5.3,4
1676516400,6.1,86,0.0,0.0,15.9,213,5.4,4
1676520000,6.4,86,0.0,0.0,15.9,213,5.6,4
1676523600,6.6,86,0.0,0.0,16.3,215,5.8,4
1676527200,6.7,87,0.1,0.0,16.0,216,5.9,4
1676530800,6.8,90,0.1,0.0,15.4,213,6.0,4
1676534400,6.8,91,0.1,0.0,15.6,209,6.1,4
1676538000,7.3,91,0.1,0.0,16.9,207,6.5,4
1676541600,7.9,90,0.0,0.0,17.3,201,7.0,4
1676545200,8.4,90,0.0,0.0,19.8,199,7.4,4
1676548800,8.6,89,0.0,0.0,20.4,197,7.5,4
1676552400,8.7,91,0.0,0.0,21.1,203,7.6,4
1676556000,8.8,89,0.0,0.0,23.2,210,7.6,4
1676559600,8.9,85,0.0,0.0,24.8,216,7.6,4
1676563200,8.9,83,0.1,0.0,25.3,220,7.6,4
1676566800,8.9,85,0.1,0.0,26.3,222,7.6,4
1676570400,8.9,88,0.1,0.0,27.0,226,7.6,4
1676574000,9.3,90,0.0,0.0,26.6,229,7.7,4
1676577600,9.3,93,0.0,0.0,26.1,232,7.8,4
1676581200,9.3,94,0.0,0.0,26.2,233,7.9,4
1676584800,9.3,94,0.0,0.0,26.4,241,7.9,4
1676588400,9.3,95,0.0,0.0,26.6,242,8.0,4
1676592000,9.2,95,0.0,0.0,26.2,238,7.9,4
1676595600,9.1,94,0.0,0.0,27.1,237,7.9,4
1676599200,8.9,93,0.0,0.0,28.3,239,7.9,4
1676602800,9.0,92,0.0,0.0,28.6,236,7.9,4
1676606400,9.1,93,0.0,0.0,29.8,238,8.0,4
1676610000,9.3,93,0.0,0.0,30.9,241,8.1,4
1676613600,9.6,94,0.0,0.0,32.0,239,8.2,4
1676617200,9.7,93,0.0,0.0,33.2,238,8.3,4
1676620800,9.7,92,0.0,0.0,34.3,238,8.3,4
1676624400,10.0,90,0.0,0.0,32.5,239,8.6,4
1676628000,10.3,87,0.0,0.0,35.6,243,9.1,4
1676631600,10.2,87,0.0,0.0,36.1,243,9.3,4
1676635200,10.2,86,0.0,0.0,35.6,244,9.4,4
1676638800,9.9,88,0.0,0.0,34.5,247,9.3,4
1676642400,10.3,87,0.0,0.0,32.6,247,9.4,4
1676646000,10.4,87,0.0,0.0,31.3,247,9.5,4
1676649600,10.4,87,0.0,0.0,33.2,249,9.4,4
1676653200,10.3,87,0.0,0.0,31.3,251,9.2,4
1676656800,10.1,88,0.0,0.0,29.7,251,9.0,4
1676660400,9.8,90,0.0,0.0,28.0,252,8.8,4
1676664000,9.6,92,0.0,0.0,26.3,251,8.7,4
1676667600,9.5,93,0.0,0.0,24.6,249,8.6,4
1676671200,9.2,94,0.0,0.0,22.7,247,8.5,4
1676674800,9.1,95,0.0,0.0,23.5,245,8.4,4
1676678400,9.2,95,0.0,0.0,24.8,242,8.5,4
1676682000,9.4,95,0.0,0.0,25.3,240,8.6,4
1676685600,9.4,95,0.0,0.0,26.5,239,8.6,4
1676689200,9.4,95,0.1,0.0,28.2,238,8.7,4
1676692800,9.4,94,0.1,0.0,30.7,239,8.7,4
1676696400,9.6,92,0.0,0.0,33.0,243,8.7,4
1676700000,9.5,91,0.0,0.0,34.7,246,8.6,4
1676703600,9.3,89,0.0,0.0,35.6,247,8.5,4
1676707200,9.2,86,0.0,0.0,36.4,245,8.5,4
1676710800,9.3,86,0.0,0.0,34.4,247,8.6,4
1676714400,9.3,88,0.0,0.0,31.7,251,8.8,4
1676718000,9.7,87,0.0,0.0,30.2,250,9.0,4
1676721600,10.2,87,0.0,0.0,27.8,249,9.4,4
